;file_name;quality_photo;terminal;receipt;terminal_damaged;terminal_undamaged;terminal_unrecognized_defect;other;anticlass;hash
24705;..\data\sorted_data_merged\damaged_augm\С дефектами (59).jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;a546590ce4ca2e179fda80bd7f586028afe20291e145640c74e1027ff3c2d08d
24706;..\data\sorted_data_merged\damaged_augm\С дефектами (46).jpg_emboss.jpeg;1;1;0;1;0;0;0;0;975fe876d9cd992478faac22083aeca1c72fcc93396c59781130372a24181a03
24707;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301707279_TS903196053-c5867da9-b7a4-4238-8354-63bad5854ac9.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;04940727fbd2bb06378fb538fb0fde426ad527f8dfb8ea64b295b8d9ccdbd1e9
24711;..\data\sorted_data_merged\damaged_augm\грязь и или потертости экрана3.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;97ccfddcf4a025ffa8ed1e9b6c62e5280931724c15af2a8b9843476e9f0b8260
24712;..\data\sorted_data_merged\damaged_augm\ЗНО0301514579_TS903152313-393b1dea-2495-47a2-87b4-8934808bde6c.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;b4769f41dec5077dbb156aac1b14ede0f42808ee745109041479680aaac9450a
24715;..\data\sorted_data_merged\damaged_augm\ЗНО0301415242_TS903133072-5bb8b849-286a-4acd-af19-bdc03a86ad5c.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;8cefe916d790f3a9af0534a0198759bdd02e6db03a46a0c5591f7c9564e7d525
24718;..\data\sorted_data_merged\damaged_augm\ЗНО0301303516_TS903110239-07637477-117b-4a3f-bc1d-2938babc7872.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;bcb670e2d627ec3d133aaf84e59e7662b6a817b4be9b3dc5c8b967eb798b432f
24720;..\data\sorted_data_merged\damaged_augm\ЗНО0301426223_TS903135228-1f6691fa-1cd0-43ae-8da1-d9a210805c84.jpg_contr.jpeg;1;1;0;1;0;0;0;0;739703be577f5d3284d10d65b72a163f0a19ee66c037ed56266a5390058e71be
24721;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301635660_TS903180057-be76b0dc-785c-423e-bdd4-cbb640ca45f2.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;2b64e600657f89b056347d1fa75140fd7c39af10e6bc8b793f9bb2fda603d7c7
24725;..\data\sorted_data_merged\damaged_augm\photo_5_2023-08-21_16-59-59.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;ff66a0d4626cb9f00df8008d91fdb589b002cbb96ec96ea84c4f51f557775a56
24728;..\data\sorted_data_merged\damaged_augm\photo_5348397983890261786_y.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;3dadd1dd0fb238a44ad0fd02757d26a77da67c2620b1dbfa7b121ed0d775ad27
24732;..\data\sorted_data_merged\damaged_augm\С дефектами (24).jpg_contr.jpeg;1;1;0;1;0;0;0;0;237a92c722d3213ebad3ba0b5d97e3badba26a31cbbfd4d32ef0b7fe031d019d
24734;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301635660_TS903180057-be76b0dc-785c-423e-bdd4-cbb640ca45f2.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;c394d0e1c468a68bdebee51065c1f670a2b9165e809c68efe04a6f4cdba18e50
24736;..\data\sorted_data_merged\damaged_augm\С дефектами (8).jpg_emboss.jpeg;1;1;0;1;0;0;0;0;2b305049f3dc538bf682353d6c94886b858b96a74285637305732b102665e78f
24737;..\data\sorted_data_merged\damaged_augm\ЗНО0301281157_TS903106155-d28e7a7f-e348-44c0-a0c0-eb68bc92c3d1.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;4f30c5145b6b72c72bb1d5204e0893076c309b67a16d02551b26f60b109301cf
24740;..\data\sorted_data_merged\damaged_augm\ЗНО0301314553_TS903112844-614ec088-263d-4f00-946a-23240539d701.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;7549feae580d5dc919ff3e98780b81f9587ed21dee0def5635b59b820e9e6ccd
24741;..\data\sorted_data_merged\damaged_augm\С дефектами (61).jpg_contr.jpeg;1;1;0;1;0;0;0;0;5f5a3cebe6e0e481ef6f2250de29c3f5b5cbb1ad2533879fdf916f126eeae37c
24754;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301685754_TS903190733-7187d226-b144-430f-87fc-8c775b0bf342.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;a8d106c1ea40efa2a1ac1675543b768f98d37f1174cbea8f9adf643d44866d28
24756;..\data\sorted_data_merged\damaged_augm\ЗНО0301489861_TS903147455-016cfde8-dff7-422a-9ec1-5446fe3d1927.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;1cfc653e3c8398c712d8a61d83b447658d1b8a03af67278e0aa6931ad136fc57
24758;..\data\sorted_data_merged\damaged_augm\photo1692623289 (3).jpeg_color_jitter.jpeg;1;1;0;1;0;0;0;0;d09b21d9bdb376da9f595ea45b7dbb2f070e6420108673b92d90765aef313851
24760;..\data\sorted_data_merged\damaged_augm\ЗНО0301530350_TS903156245-4ce82c9c-2d6f-4c2c-be1b-eb9266447b7d.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;78fc3398bd228a14d70f49d3f7fe4800a7914d3053559ad1039755e92c17f6eb
24762;..\data\sorted_data_merged\damaged_augm\ЗНО0301423095_TS903134613-883ed9aa-41a9-475b-9483-ff593f339fba.jpg_contr.jpeg;1;1;0;1;0;0;0;0;cb0afb93f406117a619c6ee0b60eec319c03ff095524e9af3a4fc02e43e9ef8c
24767;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301659994_TS903185088-4fa1ab6d-08c8-4ddb-8411-bd6e77a25c13.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;9e55a2d82effbdd35ac578967e4e6454cee02c07767116d5fd6133b1cf056264
24771;..\data\sorted_data_merged\damaged_augm\photo1692623275 (2).jpeg_hue_sat.jpeg;1;1;0;1;0;0;0;0;94b75fafd1bddd685da98d6b7af3b1aee930d8b8ebc9f99f8a6064b7592445dc
24774;..\data\sorted_data_merged\damaged_augm\photo_2023-08-21_15-00-14.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;d4ea4b6315a23949d8a949f16bfe5502ee451bb6c158d6872ca0cc7d10047676
24784;..\data\sorted_data_merged\damaged_augm\ЗНО0301647707_TS903181961-d79841b7-a2d7-412a-b2cf-826879a9d30d.jpg_clache.jpeg;1;1;0;1;0;0;0;0;ed4400e8f47dbe4db155f8e84ed0dc804f37244e36357b9781a9658e0ea7140c
24788;..\data\sorted_data_merged\damaged_augm\ЗНО0301466755_TS903143699-178f55ad-cb8e-4b5f-9b7c-f83cbfd4cf78.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;8ba8ba64b8478af1bc367df3f086b09b21e00c4822a0d79009dfbdd48d899e3d
24789;..\data\sorted_data_merged\damaged_augm\ЗНО0301466755_TS903143699-178f55ad-cb8e-4b5f-9b7c-f83cbfd4cf78.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;9ebdfb258eb6572c0c20658bdebbc1bdf9dcbfc8929ccb4455dad9a1834ab7c2
24791;..\data\sorted_data_merged\damaged_augm\ЗНО0301338705_TS903117820-bc3c6dd0-6fa5-49ca-bac8-736e5006bd39.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;d6cb56f33f67de7792f65f9aeab79086ab7dd471252f7e86ef227eee78c68bdf
24792;..\data\sorted_data_merged\damaged_augm\С дефектами (57).jpg_sharp.jpeg;1;1;0;1;0;0;0;0;c0f8d5403574451cad2b7f731f9bd77d85022119bcceaf9f347ae1757e87b780
24796;..\data\sorted_data_merged\damaged_augm\photo_7_2023-08-21_17-10-06.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;e0671f73e58dcc8eea5c8631ef7e5202247355298f7ec243cf9e3bbce563085d
24798;..\data\sorted_data_merged\damaged_augm\ЗНО0301398602_TS903129966-c1c25ebd-3130-4068-948e-1d490a0a5126.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;2b824401fd379dd85a3a4fa74312e1352343fabe1a12580065a6ac793ecad9f2
24802;..\data\sorted_data_merged\damaged_augm\ЗНО0301418594_TS903133711-b89d2da1-aacd-48f3-8118-c09d29490ccd.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;b3268738d7908254ec2fe396c5e6e65dcb385d76bf0dc8b9b93cd233082809a4
24804;..\data\sorted_data_merged\damaged_augm\ЗНО0301296416_TS903108724-0feb8987-eae9-4f7d-b27a-257a67930b3c.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;17b375f72b08ecba05b101d45faf7f3fbc4b2bbd1494c084198d7a69f39d2f32
24808;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301521288_TS903153892-c12de411-49c9-4b31-8060-f598282fa4d8.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;ddd38920da5c546668d764442aee3c713eae3f3395ee125cae40f4370b155056
24818;..\data\sorted_data_merged\damaged_augm\ЗНО0301319453_TS903113825-e7832c4b-6304-4bc3-8cb1-eb5ce251bf87.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;1a9e79692b823bfec73eb568d793ea251ea071d66e55e7b0e93e03df1f27eae1
24819;..\data\sorted_data_merged\damaged_augm\С дефектами (49).jpg_emboss.jpeg;1;1;0;1;0;0;0;0;7936abc89ba41c39fe52baf36d9e8ddc9b5d2f559d824784c8a56fd0ac568640
24823;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301666086_TS903186306-76d9761f-5421-4d7c-9c5e-b6381730dcc9.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;2881d19bb01f7c767df00534576950b8968039fccf9a7da7580328f878d72df4
24827;..\data\sorted_data_merged\damaged_augm\ЗНО0301392520_TS903128119-d196e623-423e-44f5-9f95-aa2a9c22893c.jpg_contr.jpeg;1;1;0;1;0;0;0;0;8221eb7e64527ff00ae1fb482ccebe9f8935d833fcc1b775d7e6581eb458e295
24828;..\data\sorted_data_merged\damaged_augm\photo_4_2023-08-21_15-28-35.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;df0ee8a3a7aff8c96040bbf402da6dc2e7f01842b06ded553798c94ac8b9e149
24830;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301659932_TS903185042-89656d9d-da38-4f7c-940a-455abe483a23.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;967ece6fb20c19b3599fe290cf209ce3b1ed96fd28f4b32171a86c0f492f5b00
24832;..\data\sorted_data_merged\damaged_augm\ЗНО0301443160_TS903138892-cd13b243-7f5c-4547-99db-010cd82274b6.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;ee8d4ee813adb6aae659bd2415fea73b47198b4322a7b5f67c06f228a7ae9684
24833;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301669068_TS903187233-883747fc-83f0-4096-af68-3fda921e076d.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;80f287a9dbd2d445260d04103b2f763dfd37b410ae8a42d87e1ef3e7a1a30557
24834;..\data\sorted_data_merged\damaged_augm\photo_4_2023-08-21_17-13-35.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;f6ba359407f4c06643e74f00e8a4a9957e2369e3f2f638ca9a3b1a5565546d01
24835;..\data\sorted_data_merged\damaged_augm\ЗНО0301515969_TS903153146-5096b4ce-fa5e-423a-9483-ec94170874a3.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;198b2d15210cac536c9b80f05788c1791f6e71690bacddad0126753b15f17a22
24836;..\data\sorted_data_merged\damaged_augm\ЗНО0301305840_TS903110729-bb1cb586-363e-4ce4-b8ee-fd1d1c9b486f.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;084ce908d3af9097a7ac0fb56fb03ae6dbe63e5c4428c0df9bfcf31f2088e2eb
24837;..\data\sorted_data_merged\damaged_augm\ЗНО0301452690_TS903140931-24ffc3e3-d6d3-4879-8a35-a675d85de0d2.jpg_contr.jpeg;1;1;0;1;0;0;0;0;95ab12f615f942ace0c42c31d73a73532efc5c4044414f9a0ceb6662c1fcbf8a
24838;..\data\sorted_data_merged\damaged_augm\ЗНО0301286653_TS903106610-bd0a8a9f-d947-48b0-94a7-f844e2975140.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;6d1b9f3b31291a640386cc8e9fef83105af629406b1b9526e76fd47075faf1d2
24839;..\data\sorted_data_merged\damaged_augm\photo_2023-08-21_14-59-21.jpg_clache.jpeg;1;1;0;1;0;0;0;0;3db6f09fb7a823189b369def3e81f9d078e3b883d02fc51a44adddc22589cb4d
24840;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301635377_TS903179991-43fb4c90-4cc0-4a57-93d3-bed1d8c5af3e.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;4158ae8cec410e9742b47c12fc8f05c72d83c72582008f326769f843e3c26554
24843;..\data\sorted_data_merged\damaged_augm\С дефектами (27).jpg_contr.jpeg;1;1;0;1;0;0;0;0;bce24ae719d61e687a1779ae8a66f4a08c730a7817622f09fc38ee35a25f20bc
24845;..\data\sorted_data_merged\damaged_augm\IMG_20230810_153402_179.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;23888d4138fcd8516f7d5d61d2ca1a06710e4c622dd17b6e79b17ed57a58bc5a
24847;..\data\sorted_data_merged\damaged_augm\ЗНО0301516063_TS903153218-75fd3c0f-bac8-491e-afba-bf57d60899b3.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;433d0ecb792fbf7eb21590efbb9a90e7f7389620d136703ae0dcdae71cbec344
24849;..\data\sorted_data_merged\damaged_augm\ЗНО0301384473_TS903126314-db3e8197-134d-41fc-b8b7-a1539167b57e.jpg_clache.jpeg;1;1;0;1;0;0;0;0;599b6a80f70b148e8395b562d4e23e9bca8cf2e48bd2d110822b7e203abd8fcd
24850;..\data\sorted_data_merged\damaged_augm\ЗНО0301299103_TS903109353-e154e0eb-9791-444f-8eda-c89ec9b6b639.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;61958fc4a34bc3f9119d003e4e2447d00b2082a3fd67927185d6fb640645c766
24851;..\data\sorted_data_merged\damaged_augm\ЗНО0301434157_TS903137006-f6950be5-94a7-4c21-bd9b-697fc04d8718.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;6335be2940bc1caa3aa9886339ea73a2ac26ba9daeb3aa255404f1057d8a5e05
24855;..\data\sorted_data_merged\damaged_augm\ЗНО0301647711_TS903181962-e24fdb07-1338-4dd2-b914-1250358c5dae.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;f25287025092072f4fb99b4b377bd1747665bd9d7684c8c5e0f65832dc1ae7c8
24856;..\data\sorted_data_merged\damaged_augm\Сильное масляное загрязнение.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;d9307bb91ca5a95ad6787d65681278119021b32d0282b74da24822008f452243
24857;..\data\sorted_data_merged\damaged_augm\ЗНО0301361179_TS903122507-d187dddf-32f6-463f-819d-44b83eb693bf.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;57a03b8ca8bd738fd0d4087899441ca691b606351317b095cd4766369588b912
24863;..\data\sorted_data_merged\damaged_augm\photo1692623301 (29).jpeg_contr.jpeg;1;1;0;1;0;0;0;0;944af1d6f4aadaed1f41ba7ef08f44cb33f1852f442f2096191fb27a697221ad
24865;..\data\sorted_data_merged\damaged_augm\ЗНО0301417203_TS903133440-c56f78de-aa4a-4316-b672-5492a990ec30.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;88be12e0d82e315f1bdfb72cdc38683244327c55c172acf4a1b8c9aa1988a45f
24868;..\data\sorted_data_merged\damaged_augm\ЗНО0301502481_TS903149907-44daa4b5-9454-4952-85b2-80ae760cb508.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;d11fec06b58a70f7d2b52dda6e1d76c6d9ae9b8e384fdbc185008d96360b23a1
24869;..\data\sorted_data_merged\damaged_augm\IMG_20230810_153448_787.jpg_clache.jpeg;1;1;0;1;0;0;0;0;dc682ba34e1a45edc36d05ccd159ce2945e207d1ad5452c76b5a7c7f54ccfdc8
24871;..\data\sorted_data_merged\damaged_augm\ЗНО0301391472_TS903127764-e2766690-ca5c-4ee4-af60-3418e6bcd0e0.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;f41a1a7f6558e33a307a19aa414c2f61d38a6849d3bdfdabe5eb0cae411eacc6
24875;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301661665_TS903185458-d5e5a8b3-76fb-4d67-8751-ae9e8cdbb43c.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;137ad21e6151ee65704b797a476c1045f1d9fcd600cf7853e2b57a64f5d7292b
24877;..\data\sorted_data_merged\damaged_augm\ЗНО0301486985_TS903147105-433256ef-54df-4d33-b4b3-d05e9cdd6128.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;3f485ea2933e035e8276f322f2ed010f470d07ed1b3b8ef544c42ee70e67223b
24880;..\data\sorted_data_merged\damaged_augm\IMG_20230810_153446_620.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;6422931b06fdfde1ebbb6c8cc7804b395e3ba7469d1979a80f5645e360194080
24882;..\data\sorted_data_merged\damaged_augm\photo_5_2023-08-21_17-10-06.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;63dc7064bc903c36f8fab195b2b46e654e3bb60251a2273b5c2f76816e64dd65
24883;..\data\sorted_data_merged\damaged_augm\photo_5_2023-08-21_17-10-06.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;34f4569e63949b8bdc23692c26c28d133b9579c8fdb9ad500ef28363d78b2a04
24886;..\data\sorted_data_merged\damaged_augm\ЗНО0301347529_TS903119638-cb6c8f8b-92c7-4a75-ac8c-e6c56f0661ad.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;5e72848ba3599eb754a487ce9d82bc9d7a98c8ade85fe30617cefb0c369afa29
24892;..\data\sorted_data_merged\damaged_augm\Затерт экран.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;c40fa63f95a4c1920fbec58f355b9f7178d5fc48732312966249acdc4fdcb38b
24897;..\data\sorted_data_merged\damaged_augm\ЗНО0301530350_TS903156245-4ce82c9c-2d6f-4c2c-be1b-eb9266447b7d.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;9af0453f8b02973cf17ec278b2b877846a39aadfd66326cdca6e7538edc56a0c
24899;..\data\sorted_data_merged\damaged_augm\С дефектами (68).jpg_emboss.jpeg;1;1;0;1;0;0;0;0;e661f11991f3b7b6e63e63a129633c8325cc053c559027729d5f628c6bcd93da
24900;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301660294_TS903185163-516a67f0-99a2-401e-8872-f3bff60dfee1.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;f6e09401db76a8e1761b49d6e056e78354e4dc9d528798f3478f802189ef09c4
24901;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301661029_TS903185293-8947ffbd-1a47-42a1-8b40-7bb25ab97c62.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;32533e39a2505fbcc5349af38d484156c1493481aa1364c4ac03eda402b12287
24905;..\data\sorted_data_merged\damaged_augm\С дефектами (42).jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;0d01be15cd26166ad0cabace3b978b0fd2309c8134fb1037bdca2ad3cb7b82b7
24909;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301633750_TS903179580-73051e6b-ad0a-4576-92b6-e094a8e33eba.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;abbabd50ae016036054b85d280dab97461119c62d0a6878d34826d54e99a91f9
24910;..\data\sorted_data_merged\damaged_augm\С дефектами (74).jpg_clache.jpeg;1;1;0;1;0;0;0;0;75a04a3d2fe70e6fa928b8465ab8fb1754ffe741457845887a1577f8b711f4da
24911;..\data\sorted_data_merged\damaged_augm\photo1692623289.jpeg_random_combs.jpeg;1;1;0;1;0;0;0;0;0fd9322e28f66c5aa90e23af58f04dcba90e814392b700db8d84c351366bcf47
24912;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301668756_TS903187136-b68fc384-c967-4922-91e8-4577e6fec7d0.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;1d376254a3e5f5a34cc2fc6efb4b4fe57da39709d3d8271b0e446b6d6107f25b
24916;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301644335_TS903181849-08069081-6cfc-4884-8087-ed53afaa3e34.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;fd8367d4e210238eec9acc3d83837d5319ff2964ffb1e11f54dc3a5bf46a36ec
24917;..\data\sorted_data_merged\damaged_augm\photo_2023-08-21_14-59-42.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;bf9b3750780d3fe22490444f61a42b76b5371d97b20d196cea4ac137b0644e06
24919;..\data\sorted_data_merged\damaged_augm\ЗНО0301397161_TS903129838-66dd5efe-34f0-4227-b7b3-785651675722.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;d69b8855848848aa2e61a82c901c376072d563e79a17cc347f1dc0c075a2e523
24921;..\data\sorted_data_merged\damaged_augm\С дефектами (76).jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;7f141f7630b58e179acabb3f5fdfa35a97c36c0afba533b8d9e5f4fa78ed0af1
24925;..\data\sorted_data_merged\damaged_augm\ЗНО0301396507_TS903129524-c6c8c422-89e5-4eb9-803a-a8598d24b7f1.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;d4685f19a0ae03bca8d2ad3abe9b82d28e8528cccd4c6a93bc6b79d12ee6260c
24927;..\data\sorted_data_merged\damaged_augm\ЗНО0301396507_TS903129524-99fe21c0-c9cc-4bdd-911b-487380c184a0.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;7e8675b950ed606723f92f2654d338ee71be57f0baed0d2b84cf705736ff7dbf
24930;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301637099_TS903180337-d743c3b6-171a-478b-a4c0-1f3916b1c597.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;8da1762184e9c37f8de5768c1bb3229c251e8b9176f4667daa5b9f787f0c2daa
24931;..\data\sorted_data_merged\damaged_augm\ЗНО0301506075_TS903150742-aa11f7eb-b8d8-4424-b756-494c01ac9085.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;9d45596a9ae566f8b6ff066f0383f475fcd7fed2cd390168a35ca6b5eddedaa3
24934;..\data\sorted_data_merged\damaged_augm\ЗНО0301364725_TS903122942-14fbd3f3-d1c3-47cd-b47d-a28d50f8ce9a.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;f7de8baf6c5fa111637000442442b1a9923ae663b49922055576286b75737268
24935;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301579531_TS903169992-221b9a3c-0699-4c59-95d8-c0f387f95d30.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;275f7ca77e60e69788d7364ecd99b8ee4c85da6b740376ed841b9c568c7e32d0
24936;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301659923_TS903185044-c0b2afe4-8c6b-40a6-b1c8-41d94e37d574.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;6564973d0e1c937fbad48ce15bb863251b1b392bb4d3f80c12c8312597accf05
24937;..\data\sorted_data_merged\damaged_augm\ЗНО0301515969_TS903153146-ea4d6956-b2ab-435d-94d9-b784dafe8c2e.jpg_contr.jpeg;1;1;0;1;0;0;0;0;19370df8410cce6208f1e3d008fc9a78c8b6a9838f96c5de071968584ede0378
24939;..\data\sorted_data_merged\damaged_augm\ЗНО0301466755_TS903143699-178f55ad-cb8e-4b5f-9b7c-f83cbfd4cf78.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;e7e7c96c4bc28cf0e500ee9edd7926a137a528557b7fca4bbada74ec2996cf6e
24940;..\data\sorted_data_merged\damaged_augm\photo_2023-08-21_14-58-30.jpg_clache.jpeg;1;1;0;1;0;0;0;0;43e2488b57e73e6527edffccaa4af2e15185f69315ce9f71cb732260e8281df9
24941;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301665849_TS903186195-ca4fabb7-18e8-4e12-b91e-42b3dd891814.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;bcd5193c7e8df2446ab39bc0af0a44138ea28451eed54d1c68df994f5cecf913
24942;..\data\sorted_data_merged\damaged_augm\С дефектами (13).jpeg_color_jitter.jpeg;1;1;0;1;0;0;0;0;e222d108855776db602f1f7ffe81bf85846f09b6ce0567d22a12e7a598f67b4e
24946;..\data\sorted_data_merged\damaged_augm\ЗНО0301587386_TS903171433-88cac023-e010-470f-a40c-de482e39c330.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;142467ce7895379cd339380073e9728cf81369d66772fc85e9fba1d8f0862a98
24947;..\data\sorted_data_merged\damaged_augm\ЗНО0301514579_TS903152313-393b1dea-2495-47a2-87b4-8934808bde6c.jpg_contr.jpeg;1;1;0;1;0;0;0;0;1b0e30b4a20fc2a2366092676d2a2b075e870993ba5f1f092bff8eaa9e4b1a46
24950;..\data\sorted_data_merged\damaged_augm\photo_9_2023-08-21_15-28-35.jpg_clache.jpeg;1;1;0;1;0;0;0;0;c7f60bb91a516f92500f67a0e088e5d43e1f72b812e01e38e4fe893535eca615
24951;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301682746_TS903190067-95a2dd41-1ccb-4f28-a0f8-e55353053018.jpg_clache.jpeg;1;1;0;1;0;0;0;0;acb1d84c0f0c86d60ad3825a9d0371882ada875c2c63d53ea82c8bcb05cd9ce9
24953;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301586662_TS903171166-1a25236d-f7e2-45eb-adb2-e53da92b9d9b.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;f8bb54f74d830f5aea742739a98ecf94db7a4c13899f3298748ec9e8b875c4a1
24955;..\data\sorted_data_merged\damaged_augm\ЗНО0301507059_TS903151097-2585e02a-7768-4c94-99fe-00682e0af361.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;bb2e74c6151da70ad9e7e2f61cd1e363a5f11dc58ab3e11edf7b351fd42ce467
24956;..\data\sorted_data_merged\damaged_augm\photo1692623301 (1).jpeg_random_combs2.jpeg;1;1;0;1;0;0;0;0;1bba11e2b061c0ccb8caea9b749c0f5312cf3bf0bc56e46c3cc77cb37c8b8245
24960;..\data\sorted_data_merged\damaged_augm\ЗНО0301318733_TS903113690-dd9053b5-ed9e-43da-bb28-9abde17bae94.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;3e95b4253c5f33ae5e3796271e348f963c073ee6eb5a1000c6df1d202539f4b1
24961;..\data\sorted_data_merged\damaged_augm\photo_2023-08-11_13-02-51.jpg_contr.jpeg;1;1;0;1;0;0;0;0;11a42fc6a5391caced23bbcfad9f053b62806c61a10f6191193388d966242c73
24962;..\data\sorted_data_merged\damaged_augm\photo_2023-08-11_13-02-51.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;8a729dca3f23625f9f8cedde5e4cc970801819ba483cb194d573fdd2875257c3
24963;..\data\sorted_data_merged\damaged_augm\ЗНО0301318699_TS903113684-41a62871-7391-4670-8167-92bb2acfcd07.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;d33e3617f1e602b6b0a1596ff3f473db9fd31f613c2c9bf3aa1b66f12d2a32ce
